InitTime
1738896177.0856478
Timestamp,Sensor Data
0.826981782913208,0
1.6274757385253906,0
2.427507162094116,2
3.2272157669067383,4
4.0269341468811035,6
4.827136754989624,8
5.626504898071289,10
6.426992177963257,12
7.227181911468506,14
8.026547193527222,16
8.826619148254395,18
9.626757144927979,20
10.476469993591309,22
11.27724552154541,24
12.076536893844604,26
12.876511573791504,28
13.679059982299805,30
14.478870868682861,32
15.278911113739014,34
16.07917046546936,36
16.878675937652588,38
17.679360389709473,40
18.47907543182373,42
19.27893590927124,44
20.078834772109985,46
20.87907385826111,48
21.678422927856445,50
22.478644609451294,52
23.278523206710815,54
24.07921266555786,56
24.878944635391235,58
25.67854332923889,60
26.478911876678467,62
27.278702974319458,64
28.078516721725464,66
28.879287242889404,68
29.679219007492065,70
30.52851891517639,72
31.32937240600586,74
32.129411935806274,76
32.92927384376526,78
33.72862672805786,80
34.529284715652466,82
35.328736543655396,84
36.12920355796814,86
36.92915081977844,88
37.72938013076782,90
38.52922773361206,92
39.329320192337036,94
40.12912893295288,96
40.92836332321167,98
41.7284677028656,100
42.52859950065613,102
43.328556537628174,104
44.12923574447632,106
44.92890119552612,108
45.72869539260864,110
46.52930402755737,112
47.32889914512634,114
48.129274129867554,116
48.92905521392822,118
49.77849721908569,120
50.57899761199951,122
51.379374980926514,124
52.17901086807251,126
52.97854399681091,128
53.779019355773926,130
54.57953095436096,132
55.37929844856262,134
56.17849779129028,136
56.9786171913147,138
57.778658866882324,140
58.57859516143799,142
59.3790328502655,144
60.17917466163635,146
60.978766202926636,148
61.779242753982544,150
62.57848405838013,152
63.37901854515076,154
64.17918348312378,156
64.9793050289154,158
65.77858853340149,160
66.57870197296143,162
67.42924380302429,164
68.22917819023132,166
69.02915453910828,168
69.82858157157898,170
70.62866997718811,172
71.42837572097778,174
72.22884821891785,176
73.02911400794983,178
73.82892632484436,180
74.62929844856262,182
75.42925095558167,184
76.22884726524353,186
