InitTime
1738897356.739352
Timestamp,Sensor Data
0.23664093017578125,127.0
1.036759376525879,127.0
1.8360235691070557,136.0
2.635956048965454,133.0
3.4363536834716797,133.0
4.237448453903198,133.0
5.037760257720947,134.0
5.837270259857178,142.0
6.638023614883423,143.0
7.437000036239624,152.0
8.237050533294678,143.0
9.037669897079468,166.0
9.837363481521606,154.0
10.637161016464233,159.0
11.437537908554077,272.0
12.23768663406372,268.0
13.037890195846558,301.0
13.837801218032837,284.0
14.687145233154297,260.0
15.487610340118408,260.0
16.28699278831482,264.0
17.08702301979065,250.0
17.887047290802002,262.0
18.687774896621704,267.0
19.486679077148438,254.0
20.28754496574402,249.0
21.087594270706177,248.0
21.887088775634766,252.0
22.687730312347412,266.0
23.48749279975891,241.0
24.28753161430359,241.0
25.087040424346924,240.0
25.88762140274048,248.0
26.68712615966797,243.0
27.487940311431885,161.0
28.28725242614746,152.0
29.086894512176514,143.0
29.887508869171143,138.0
30.687511920928955,141.0
31.487026691436768,141.0
32.28730535507202,137.0
33.087234020233154,131.0
33.8878915309906,136.0
34.687663555145264,131.0
35.537278175354004,127.0
36.336891412734985,136.0
37.138002157211304,136.0
37.93742871284485,145.0
38.73765468597412,149.0
39.53669857978821,141.0
40.337246894836426,163.0
41.136813163757324,167.0
41.93742036819458,241.0
42.73728370666504,245.0
43.53685426712036,242.0
44.336873054504395,246.0
45.13713264465332,261.0
45.93679857254028,252.0
46.73788261413574,248.0
47.53720712661743,253.0
48.337202310562134,245.0
49.13751816749573,266.0
49.937649726867676,261.0
50.7371461391449,257.0
51.53747820854187,257.0
52.33704161643982,257.0
53.187811613082886,254.0
53.98690915107727,246.0
54.787707805633545,263.0
55.58693289756775,267.0
56.38701820373535,268.0
57.186800718307495,252.0
57.98762059211731,270.0
58.78751564025879,272.0
59.58681797981262,167.0
60.387661933898926,162.0
61.187674045562744,152.0
61.98777890205383,382.0
62.78787302970886,155.0
63.58785963058472,147.0
64.38848662376404,159.0
65.1879506111145,141.0
65.98849272727966,140.0
66.83788681030273,139.0
67.63783979415894,139.0
68.43699550628662,139.0
69.23769235610962,134.0
70.03855681419373,134.0
70.83790445327759,129.0
71.63780903816223,129.0
72.43766403198242,128.0
73.23798704147339,133.0
74.03782057762146,137.0
74.83774900436401,129.0
75.63777160644531,133.0
